"['scandth', 'cooids', 'wooffs', 'dolfsks', 'flucts', 'voyawn', 'weasts']",['affiers'],weasts affiers wooffs cooids voyawn dolfsks flucts scandth
"['sualms', 'diacks', 'fawnsh', 'jourts', 'deight', 'meopts', 'moisks']",['speating'],fawnsh speating diacks meopts sualms jourts deight moisks
"['chmang', 'duelms', 'moisks', 'scrael', 'mcgrads', 'flants', 'cleath']",['bewink'],mcgrads moisks chmang scrael flants bewink duelms cleath
"['wrends', 'playints', 'squing', 'pseuings', 'piecks', 'smists', 'thdres']",['herets'],squing wrends pseuings piecks playints smists herets thdres
"['briums', 'fraims', 'scandth', 'breaux', 'broard', 'dioats', 'thraing']",['weatess'],fraims scandth weatess dioats thraing broard breaux briums
"['nuelts', 'spless', 'shrous', 'squents', 'bryork', 'storch', 'menths']",['ingler'],squents menths storch spless ingler nuelts shrous bryork
"['vialls', 'causts', 'stroph', 'frient', 'dioats', 'plught', 'brairs']",['impret'],frient causts impret dioats plught brairs stroph vialls
"['flants', 'duelms', 'mccast', 'calmsm', 'mcmilt', 'beects', 'coungs']",['battsting'],duelms beects calmsm mccast battsting mcmilt flants coungs
"['wrends', 'plught', 'frient', 'diands', 'shorgs', 'coungs', 'gleass']",['stitious'],stitious plught gleass wrends shorgs frient coungs diands
"['shrious', 'bayelps', 'moisks', 'gooffs', 'nousts', 'jourts', 'stmics']",['symble'],moisks stmics shrious jourts symble nousts gooffs bayelps
"['noyard', 'kneens', 'thdroons', 'theads', 'mclays', 'kayalt', 'stbooks']",['funces'],noyard thdroons kneens mclays theads kayalt funces stbooks
"['chrooth', 'stmics', 'fleens', 'spangh', 'mouffs', 'squent', 'gaught']",['sojoich'],squent gaught spangh chrooth fleens stmics mouffs sojoich
"['meopts', 'cheels', 'gooffs', 'voicks', 'proffh', 'chmech', 'trosts']",['bitang'],chmech meopts gooffs bitang cheels proffh trosts voicks
"['calmsm', 'splain', 'baypts', 'heubts', 'ghting', 'chrooth', 'stroph']",['rocces'],baypts stroph rocces calmsm ghting chrooth splain heubts
"['chient', 'proffs', 'greein', 'bloots', 'glorms', 'bloact', 'proarch']",['zopher'],proarch proffs chient glorms zopher bloots bloact greein
"['voyard', 'frients', 'procks', 'flants', 'trands', 'dragms', 'knighs']",['trogracts'],dragms frients flants knighs trands voyard trogracts procks
"['sailms', 'dreach', 'sclings', 'cooids', 'tweigh', 'sualms', 'khtions']",['loriad'],sualms sclings loriad dreach khtions sailms tweigh cooids
"['thsching', 'sprial', 'fleens', 'broard', 'frairs', 'causts', 'preons']",['roccee'],roccee fleens causts frairs thsching preons sprial broard
"['praims', 'tchaund', 'mckalms', 'frairs', 'phians', 'shrous', 'frient']",['puffle'],frient praims tchaund shrous puffle phians mckalms frairs
"['lanchr', 'broints', 'praiing', 'sprial', 'stroph', 'schlet', 'hecksm']",['affrent'],praiing stroph lanchr schlet hecksm broints affrent sprial
"['dreach', 'chnils', 'voicks', 'clarms', 'speeks', 'khtions', 'breats']",['cruchip'],khtions breats chnils voicks cruchip clarms dreach speeks
"['slacts', 'procks', 'scists', 'baypts', 'brairs', 'ciounts', 'mouffs']",['croadching'],scists slacts brairs ciounts procks mouffs croadching baypts
"['brusts', 'swiffs', 'chnian', 'drooks', 'speach', 'prists', 'proats']",['felong'],proats chnian swiffs brusts drooks prists felong speach
"['quains', 'playints', 'twishm', 'broaks', 'fleens', 'nairts', 'broints']",['nortle'],twishm broints broaks fleens playints nairts quains nortle
"['quions', 'moisks', 'swaphs', 'braint', 'riansm', 'schlet', 'glorts']",['cribill'],schlet quions glorts moisks swaphs braint cribill riansm
"['swiffs', 'gleass', 'proats', 'brearl', 'scroying', 'playists', 'wrents']",['routscre'],swiffs playists proats brearl scroying wrents gleass routscre
"['brichs', 'proats', 'slacts', 'nairts', 'broint', 'thdroons', 'beaugh']",['shnellat'],broint thdroons proats slacts shnellat beaugh nairts brichs
