"['hearks', 'bleals', 'shporths', 'freern', 'procks', 'prooms', 'scroyard', 'ploints', 'thrins', 'brighs', 'drearthq']",[],scroyard drearthq procks hearks freern prooms shporths bleals brighs ploints thrins
"['bround', 'quiends', 'truent', 'hoosts', 'gruffm', 'speathm', 'chions', 'guayed', 'scists', 'flueal', 'trimps']",[],trimps gruffm hoosts truent speathm flueal chions scists guayed bround quiends
"['sneams', 'geards', 'violds', 'spirks', 'clowst', 'trimps', 'guayed', 'hernst', 'szlock', 'neurch', 'strous']",[],spirks trimps szlock sneams hernst violds clowst strous geards guayed neurch
"['psoids', 'shoust', 'snught', 'proffs', 'sprien', 'szlock', 'croath', 'trands', 'proffs', 'stment', 'quairs']",[],psoids stment proffs quairs szlock proffs shoust trands croath sprien snught
"['boungs', 'shment', 'brashm', 'drount', 'sweers', 'strast', 'bleals', 'brairs', 'crearths', 'scheed', 'flounth']",[],sweers flounth brashm crearths drount strast bleals shment boungs scheed brairs
"['thrombs', 'feiggs', 'steann', 'bluent', 'spists', 'cuouts', 'shaphs', 'bryawn', 'tructs', 'trands', 'schost']",[],shaphs thrombs spists bryawn bluent trands schost steann tructs feiggs cuouts
"['hearks', 'saingst', 'broint', 'glards', 'pheans', 'cleight', 'hernst', 'chrots', 'snught', 'shoust', 'shmarth']",[],snught shoust glards hernst saingst shmarth hearks pheans cleight chrots broint
"['prains', 'broint', 'ploint', 'spoods', 'cultsh', 'squent', 'freeps', 'scists', 'shroll', 'stment', 'screck']",[],stment spoods screck freeps squent scists shroll ploint broint prains cultsh
"['viusts', 'gearth', 'spists', 'wrigns', 'sweeks', 'scueez', 'bourghts', 'schaeadth', 'schrour', 'coorts', 'prains']",[],viusts schaeadth schrour gearth bourghts spists coorts prains wrigns sweeks scueez
"['mccaps', 'crowsk', 'spitch', 'saingst', 'clains', 'prorts', 'townst', 'scouets', 'weants', 'shaphs', 'chfoss']",[],townst saingst spitch chfoss clains shaphs weants prorts mccaps crowsk scouets
"['spours', 'broint', 'scrint', 'speathm', 'sneaft', 'tiocks', 'wholds', 'freern', 'cleals', 'greath', 'twight']",[],sneaft wholds scrint spours freern twight tiocks speathm broint greath cleals
"['crowsk', 'bround', 'mccoill', 'steasts', 'stwork', 'violds', 'townst', 'croils', 'wrigns', 'shpots', 'chions']",[],wrigns chions stwork croils townst crowsk bround shpots steasts violds mccoill
"['shporths', 'brashm', 'procks', 'smelds', 'protts', 'drouch', 'wounch', 'prists', 'scueez', 'hangth', 'snught']",[],brashm scueez shporths prists drouch wounch procks protts snught hangth smelds
"['bloors', 'kneeks', 'strods', 'sthert', 'sconts', 'scroyard', 'louits', 'wheets', 'chried', 'broops', 'grents']",[],broops sthert kneeks strods wheets louits scroyard sconts grents chried bloors
"['quairs', 'squent', 'chfoss', 'stscan', 'sionds', 'boobst', 'shreyk', 'freern', 'squents', 'thrits', 'siansm']",[],shreyk sionds freern siansm thrits chfoss quairs squent boobst stscan squents
"['bailts', 'chasts', 'stemph', 'loyards', 'bapths', 'fiells', 'porths', 'boungs', 'scroyard', 'straph', 'transm']",[],fiells porths loyards bapths boungs scroyard stemph bailts straph chasts transm
"['blails', 'strods', 'thrombs', 'joyalt', 'scists', 'shkiss', 'proffs', 'charthm', 'shiench', 'claids', 'pawnsh']",[],proffs strods thrombs shiench pawnsh scists charthm shkiss blails joyalt claids
"['strast', 'dairms', 'brearts', 'broaks', 'flutzp', 'broats', 'carths', 'sweers', 'clotts', 'patchm', 'geards']",[],brearts broats broaks patchm geards flutzp clotts dairms carths strast sweers
"['dairms', 'procks', 'shreyk', 'dreans', 'hangth', 'plughl', 'bightch', 'hiersh', 'schwess', 'plicks', 'spuths']",[],shreyk plughl hiersh hangth bightch plicks procks spuths schwess dairms dreans
"['spards', 'smansm', 'drields', 'scueez', 'fuells', 'stpress', 'schold', 'sweart', 'mcness', 'strast', 'freans']",[],sweart spards drields stpress schold strast freans mcness smansm scueez fuells
"['drieft', 'whears', 'stphsor', 'taeons', 'swoods', 'grents', 'guayed', 'sprift', 'charcs', 'scright', 'browls']",[],scright sprift grents guayed stphsor whears browls charcs taeons drieft swoods
"['sheams', 'bryawn', 'schrour', 'leight', 'snught', 'scroug', 'viorts', 'schaeadth', 'croath', 'transm', 'procks']",[],croath transm bryawn viorts sheams scroug snught schaeadth leight schrour procks
"['stafts', 'freeps', 'guayed', 'speeps', 'phying', 'chrint', 'creast', 'violds', 'pheans', 'hungths', 'chfoss']",[],freeps hungths stafts phying creast chfoss guayed violds chrint pheans speeps
"['dreggh', 'prooms', 'joulks', 'schwess', 'glards', 'breerls', 'sweart', 'scrint', 'bryork', 'carths', 'prists']",[],prists breerls sweart glards dreggh schwess prooms carths joulks scrint bryork
"['freern', 'spours', 'seeight', 'proffs', 'speeps', 'swiffs', 'houghts', 'shwarn', 'shreyk', 'stpress', 'neurch']",[],shreyk swiffs shwarn spours proffs speeps neurch freern houghts seeight stpress
"['scright', 'trimps', 'thhell', 'thrins', 'transm', 'thents', 'squent', 'playess', 'toucts', 'shpots', 'plughs']",[],shpots thhell scright playess transm plughs squent thents trimps toucts thrins
