"[['nairts', 'skipts', 'sligns', 'chrooth', 'playints', 'treals', 'coungs']]",[['rescoul']],"[['nairts', 'skipts', 'sligns', 'chrooth', 'playints', 'treals', 'coungs', 'rescoul']]"
"[['wooffs', 'plicks', 'screact', 'mccramp', 'sualms', 'beaugh', 'shapts']]",[['plosphon']],"[['wooffs', 'plicks', 'screact', 'mccramp', 'sualms', 'beaugh', 'shapts', 'plosphon']]"
"[['dragms', 'pseuings', 'psiefs', 'twishm', 'chnian', 'frains', 'spbers']]",[['sluden']],"[['dragms', 'pseuings', 'psiefs', 'twishm', 'chnian', 'frains', 'spbers', 'sluden']]"
"[['shpops', 'squing', 'sweers', 'ciounts', 'prists', 'thraing', 'voicks']]",[['nessned']],"[['shpops', 'squing', 'sweers', 'ciounts', 'prists', 'thraing', 'voicks', 'nessned']]"
"[['pseuings', 'squent', 'voyard', 'proarch', 'dolfsks', 'greein', 'buoyand']]",[['refloal']],"[['pseuings', 'squent', 'voyard', 'proarch', 'dolfsks', 'greein', 'buoyand', 'refloal']]"
"[['voyawn', 'quains', 'sneechs', 'preons', 'broints', 'stroph', 'plught']]",[['piction']],"[['voyawn', 'quains', 'sneechs', 'preons', 'broints', 'stroph', 'plught', 'piction']]"
"[['ciount', 'porthq', 'prists', 'buoyand', 'theons', 'splain', 'breats']]",[['barnels']],"[['ciount', 'porthq', 'prists', 'buoyand', 'theons', 'splain', 'breats', 'barnels']]"
"[['thents', 'noyard', 'groard', 'beowlsh', 'comphs', 'loosts', 'thhous']]",[['peachion']],"[['thents', 'noyard', 'groard', 'beowlsh', 'comphs', 'loosts', 'thhous', 'peachion']]"
"[['ciounts', 'younks', 'nousts', 'scanks', 'stmaing', 'sprial', 'grount']]",[['splicktrics']],"[['ciounts', 'younks', 'nousts', 'scanks', 'stmaing', 'sprial', 'grount', 'splicktrics']]"
"[['proffs', 'mcgrads', 'liails', 'spards', 'foothg', 'chsiong', 'chands']]",[['blishing']],"[['proffs', 'mcgrads', 'liails', 'spards', 'foothg', 'chsiong', 'chands', 'blishing']]"
"[['nairts', 'flagst', 'quends', 'scread', 'frests', 'mcmults', 'shrious']]",[['noodes']],"[['nairts', 'flagst', 'quends', 'scread', 'frests', 'mcmults', 'shrious', 'noodes']]"
"[['smists', 'phight', 'scrand', 'screact', 'guarts', 'braint', 'frairs']]",[['alphys']],"[['smists', 'phight', 'scrand', 'screact', 'guarts', 'braint', 'frairs', 'alphys']]"
"[['chmang', 'thdres', 'diands', 'leasph', 'breaus', 'trounds', 'counct']]",[['hesiont']],"[['chmang', 'thdres', 'diands', 'leasph', 'breaus', 'trounds', 'counct', 'hesiont']]"
"[['chands', 'nousts', 'whitch', 'phoilst', 'sclong', 'probst', 'knighs']]",[['trackson']],"[['chands', 'nousts', 'whitch', 'phoilst', 'sclong', 'probst', 'knighs', 'trackson']]"
"[['boarks', 'smists', 'broint', 'hearks', 'hairms', 'mccors', 'prists']]",[['servic']],"[['boarks', 'smists', 'broint', 'hearks', 'hairms', 'mccors', 'prists', 'servic']]"
"[['stirds', 'scherns', 'phight', 'preels', 'shiend', 'striouts', 'wrents']]",[['scration']],"[['stirds', 'scherns', 'phight', 'preels', 'shiend', 'striouts', 'wrents', 'scration']]"
"[['bleaux', 'stbooks', 'ruound', 'chnils', 'scrand', 'sneechs', 'kneens']]",[['subsid']],"[['bleaux', 'stbooks', 'ruound', 'chnils', 'scrand', 'sneechs', 'kneens', 'subsid']]"
"[['chnils', 'bearts', 'treaks', 'sualms', 'scield', 'grothg', 'shansm']]",[['pannys']],"[['chnils', 'bearts', 'treaks', 'sualms', 'scield', 'grothg', 'shansm', 'pannys']]"
"[['moisks', 'coungs', 'schrous', 'theads', 'spless', 'boarks', 'viought']]",[['symble']],"[['moisks', 'coungs', 'schrous', 'theads', 'spless', 'boarks', 'viought', 'symble']]"
"[['thdres', 'praiing', 'guarts', 'weists', 'mcfals', 'spangh', 'scield']]",[['babern']],"[['thdres', 'praiing', 'guarts', 'weists', 'mcfals', 'spangh', 'scield', 'babern']]"
"[['cloards', 'trands', 'speeps', 'shansm', 'comphs', 'stmeans', 'eueing']]",[['chalvees']],"[['cloards', 'trands', 'speeps', 'shansm', 'comphs', 'stmeans', 'eueing', 'chalvees']]"
"[['comphs', 'wrents', 'proffh', 'diolds', 'jourts', 'tuount', 'brearns']]",[['clueled']],"[['comphs', 'wrents', 'proffh', 'diolds', 'jourts', 'tuount', 'brearns', 'clueled']]"
"[['creals', 'strants', 'gaught', 'speeps', 'saucts', 'piecks', 'sneechs']]",[['crowmap']],"[['creals', 'strants', 'gaught', 'speeps', 'saucts', 'piecks', 'sneechs', 'crowmap']]"
"[['reight', 'squents', 'jeands', 'hairms', 'speach', 'pounts', 'chents']]",[['courughs']],"[['reight', 'squents', 'jeands', 'hairms', 'speach', 'pounts', 'chents', 'courughs']]"
"[['treaks', 'snarfs', 'shords', 'trosts', 'khtions', 'quankt', 'chmang']]",[['slover']],"[['treaks', 'snarfs', 'shords', 'trosts', 'khtions', 'quankt', 'chmang', 'slover']]"
"[['shrous', 'chient', 'layawn', 'porthd', 'gleaft', 'cloards', 'chnils']]",[['anness']],"[['shrous', 'chient', 'layawn', 'porthd', 'gleaft', 'cloards', 'chnils', 'anness']]"
"[['proffh', 'saucts', 'smught', 'schnid', 'thdred', 'spriorms', 'squers']]",[['saviouts']],"[['proffh', 'saucts', 'smught', 'schnid', 'thdred', 'spriorms', 'squers', 'saviouts']]"
"[['smayist', 'pshols', 'raympt', 'briums', 'precht', 'flagst', 'fairls']]",[['contonts']],"[['smayist', 'pshols', 'raympt', 'briums', 'precht', 'flagst', 'fairls', 'contonts']]"
"[['proard', 'brearl', 'scinks', 'chanth', 'brainst', 'bruing', 'groodh']]",[['heimpoist']],"[['proard', 'brearl', 'scinks', 'chanth', 'brainst', 'bruing', 'groodh', 'heimpoist']]"
"[['tuount', 'joysts', 'counct', 'stdoort', 'frairs', 'flagst', 'splain']]",[['roadve']],"[['tuount', 'joysts', 'counct', 'stdoort', 'frairs', 'flagst', 'splain', 'roadve']]"
"[['hairds', 'praiing', 'spraels', 'blaints', 'bayelps', 'gleaft', 'broints']]",[['slauses']],"[['hairds', 'praiing', 'spraels', 'blaints', 'bayelps', 'gleaft', 'broints', 'slauses']]"
"[['scists', 'sclong', 'chands', 'broksh', 'geoldth', 'piecks', 'procks']]",[['blactort']],"[['scists', 'sclong', 'chands', 'broksh', 'geoldth', 'piecks', 'procks', 'blactort']]"
